isolate_id,Gene symbol,Scope,Element type,Class,Subclass,Method,% Coverage of reference sequence,% Identity to reference sequence,Accession of closest sequence,passes_recorded_filter
CIU13XS1,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
CIU13XS1,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
CIU13XS1,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
CIU13XS1,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
CIU13XS1,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
CIU13XS1,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
CIU13XS1,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
CIU13XS1,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
CIU13XS1,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
CIU13XS1,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
CIU145B1,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
CIU145B1,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
CIU145B1,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
CIU145B1,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
CIU145B1,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
CIU145B1,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
CIU145B1,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
CIU145B1,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
CIU145B1,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
CIU145B1,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
CIU145B1,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
CIU145B1,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
CIU145B1,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
CIU145B1,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
CIU145B1,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
CIU145B1,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
CIU145B1,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
CIU145B1,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
CIU149H1,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
CIU149H1,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
CIU149H1,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
CIU149H1,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
CIU149H1,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
CIU149H1,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
CIU149H1,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
CIU149H1,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
CIU149H1,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
CIU149H1,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
CIU149H1,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
CIU149H1,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
CIU149H1,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
CIU149H1,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
CIU149H1,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
CIU149H1,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
CIU149H1,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
CIU149H1,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
CIV13PE7,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
CIV13PE7,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
CIV13PE7,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
CIV13PE7,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
CIV13PE7,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
CIV13PE7,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
CIV13PE7,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
CIV13PE7,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
CIV13PE7,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
CIV13PE7,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
CIV13PE7,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
CIV13PE7,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
CIV13PE7,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
CIV13PE7,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
CIV13PE7,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
CIV13PE7,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
CIV13PE7,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
CIV13PE7,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
CIV13RE2,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
CIV13RE2,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
CIV13RE2,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
CIV13RE2,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
CIV13RE2,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
CIV13RE2,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
CIV13RE2,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
CIV13RE2,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
CIV13RE2,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
CIV13RE2,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
CIV13RE2,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
CIV13RE2,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
CIV13RE2,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
CIV13RE2,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
CIV13RE2,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
CIV13RE2,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
CIV13RE2,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
CIV13RE2,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
CIV13UE4,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
CIV13UE4,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
CIV13UE4,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
CIV13UE4,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
CIV13UE4,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
CIV13UE4,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
CIV13UE4,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
CIV13UE4,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
CIV13UE4,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
CIV13UE4,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
CIV13UE4,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
CIV13UE4,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
CIV13UE4,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
CIV13UE4,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
CIV13UE4,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
CIV13UE4,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
CIV13UE4,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
CIV13UE4,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
CIV13VE5,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
CIV13VE5,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
CIV13VE5,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
CIV13VE5,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
CIV13VE5,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
CIV13VE5,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
CIV13VE5,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
CIV13VE5,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
CIV13VE5,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
CIV13VE5,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
CIV13VE5,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
CIV13VE5,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
CIV13VE5,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
CIV13VE5,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
CIV13VE5,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
CIV13VE5,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
CIV13VE5,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
CIV13VE5,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
CIV13XE2,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
CIV13XE2,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
CIV13XE2,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
CIV13XE2,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
CIV13XE2,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
CIV13XE2,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
CIV13XE2,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
CIV13XE2,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
CIV13XE2,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
CIV13XE2,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
CIV13XE2,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
CIV13XE2,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
CIV13XE2,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
CIV13XE2,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
CIV13XE2,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
CIV13XE2,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
CIV13XE2,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
CIV13XE2,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
CIV13XE5,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
CIV13XE5,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
CIV13XE5,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
CIV13XE5,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
CIV13XE5,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
CIV13XE5,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
CIV13XE5,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
CIV13XE5,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
CIV13XE5,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
CIV13XE5,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
CIV13XE5,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
CIV13XE5,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
CIV13XE5,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
CIV13XE5,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
CIV13XE5,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
CIV13XE5,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
CIV13XE5,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
CIV13XE5,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
CIV13XE8,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
CIV13XE8,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
CIV13XE8,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
CIV13XE8,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
CIV13XE8,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
CIV13XE8,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
CIV13XE8,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
CIV13XE8,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
CIV13XE8,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
CIV13XE8,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
CIV13XE8,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
CIV13XE8,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
CIV13XE8,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
CIV13XE8,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
CIV13XE8,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
CIV13XE8,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
CIV13XE8,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
CIV13XE8,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
CIV13XU1,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
CIV13XU1,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
CIV13XU1,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
CIV13XU1,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
CIV13XU1,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
CIV13XU1,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
CIV13XU1,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
CIV13XU1,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
CIV13XU1,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
CIV13XU1,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
CIV13XU1,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
CIV13XU1,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
CIV13XU1,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
CIV13XU1,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
CIV13XU1,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
CIV13XU1,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
CIV13XU1,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
CIV13XU1,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
CIV13YE6,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
CIV13YE6,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
CIV13YE6,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
CIV13YE6,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
CIV13YE6,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
CIV13YE6,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
