isolate_id,44341_3_304,44341_3_305,44341_3_281,CIV13XE8,44341_3_128,44341_3_131,44341_3_136,CIV13PE7,CIT159B1,CIT15EB1,CIS153C1,CIV147E3,CIT15FH1,CIV143E2,CIU145B1,44341_3_310,CIV13XE2,44341_4_275,CIT15FB1,CIV13XU1,CIV142E6,CIV143U1,CIV143E9,CNS1F3,CAAYSI,CIT15GS1,CIV13RE2,CIV141E6,CIS15HB1,CIV140U1,CIV140E4,CIV140E7,CAAXQV,CIV13UE4,CIS15MR1,CIV13YE6,CIV143E4,CIV13XE5,CIT15GH1,CIV140E1,CIV140E6,CIU13XS1,CIV146E8,CIU149H1,CIV144E6,CIV13VE5,CIV13YE8,CIV144U1,CNSP0U,CNSKFP,CNSLL4,ERR9941258,ERR9929342,ERR9966382,CLL3JA,CNS7YP,BKRRIF,CNS6QU,44341_3_96,44341_3_21,BKRMVD,CAAYDF,CAAXBN,44341_3_165,44341_3_262,44341_3_265,44341_4_286,44341_3_268,44341_3_280,CAAP2A,CNSFP4,CNSDXZ,CAAQXB,CAAR9T,CAAQUT,CAARE3,CLL6CH,ERR10438737,ERR10113269,ERR6752971,ERR5751227,ERR9976609,ERR11219800,ERR12142619,ERR11747325,ERR11502778,ERR7197834,ERR9079758,ERR6806255,ERR6805990,ERR6806776,ERR5750995,ERR6806749,ERR6805998,ERR6806833,ERR12080226,ERR12321283,ERR12321282,ERR12067314,ERR12321281,ERR12142634,ERR6753111,ERR6806796,ERR6806789,ERR9971918,ERR7197741,ERR5751808,ERR12321280,ERR9692774,ERR6752863,SRR9273829,ERR9079830,ERR10880116,ERR5751304,ERR6806714,ERR5751296,ERR4451427,ERR6806125,ERR6806317,ERR12067371,ERR6806075,ERR10176870,ERR10460856,ERR10460902,ERR6806726,ERR12078572,ERR11747320,ERR12495482,ERR5751726,ERR6806512,ERR9924209,ERR10460483,ERR9785511,ERR10087012,ERR9079768,ERR9822149,ERR9822145,ERR9822146,ERR9785509,ERR10176872,ERR9966389,ERR10460765,ERR10109275,ERR11807704,ERR10109276,ERR9785510,ERR9820422,ERR10880181,ERR10088101,ERR12312688,ERR11201827,ERR12312689,ERR12495485,ERR12312692,ERR10123168,ERR10123167,ERR9966387,ERR10949310,ERR10460875,ERR9966390,ERR10176866,ERR10460687,ERR12078573,ERR9785512,ERR12165616,ERR10460887,ERR10880335,ERR10880156,ERR10880377,ERR10088105,ERR12321284,ERR9966388,ERR10026000,ERR9822144,ERR10088104,ERR10088102,ERR9822151,ERR10109255,ERR11810274,ERR9966386,ERR12259395,ERR12091513,ERR10125140,ERR10949303,ERR10109277,ERR10087013,ERR12146144,ERR11219811,ERR11420238,ERR11437918,ERR11807709,ERR10880183,ERR10880311,ERR10109274,ERR12552381,ERR12552377,ERR11896635,ERR9079508,ERR9420153,ERR10117717,ERR6806600,ERR7197757,ERR6806028,ERR9288082,ERR11455881,ERR6806632,ERR4451478,ERR12302226,ERR12552384,ERR12067334,ERR10880424,ERR10123158,ERR10176869,ERR10880230,ERR11453719,ERR10880157,ERR11872767,ERR6752889,ERR9288143,ERR5751308,ERR4399358,ERR4399957,ERR4399362,SRR13833609,SRR13719289,SRR13719614,SRR13313312,SRR13313295,SRR13719196,SRR13277434,SRR13277416,SRR13277412,SRR13311773,SRR13313309,SRR27481822,SRR27481651,SRR27481649,SRR27481520,SRR27481815,SRR7130368,SRR7130370,SRR7130371,SRR13312061,SRR7130369,ERR4400834,ERR4338896,ERR4338560,SRR1106479,ERR3581536,SRR8369293,SRR7842526,SRR8297279,SRR7850690,SRR7884719,SRR8350305,SRR15853458,SRR21224019,SRR20212638,SRR8706049,SRR16227977,ERR4399344,SRR7841631,SRR22691594,SRR16301618,ERR10109287,ERR9680890,SRR14921286,SRR28295566,ERR4145363,ERR4145392,ERR4145410,ERR4145345,SRR8325561,SRR8293522,ERR4145388,ERR4145353,SRR10326268,SRR9627787,SRR27762886,SRR10992537,SRR1646109,SRR7427053,SRR8503644,SRR7457932,SRR2917137,SRR2917139,SRR3137069,SRR6107195,SRR2917138,SRR2917136,SRR5084265,SRR5121494,SRR3001933,SRR5121497,SRR2917140,ERR10368770,ERR160996,SRR5056398,ERR3635287,SRR22175068,SRR21787058,SRR21787324,SRR26858817,SRR27185117,SRR21535455,SRR21535466,SRR26050334,SRR5379276,SRR6457657,SRR14360286,SRR8137438,ERR3635266,SRR1973602,SRR3002514,SRR7467291,ERR4400884,ERR4399363,ERR4401298,ERR4400265,ERR4401598,ERR4401297,ERR4401299,ERR6806710,SRR952929,SRR7292863,SRR1966891,SRR1967735
ERR10880424,79,79,79,80,81,80,79,80,79,79,80,79,79,79,79,80,80,79,80,80,81,79,79,77,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,80,94,92,97,84,84,86,81,84,84,84,83,83,78,78,77,83,83,83,83,83,83,76,77,87,76,82,82,81,75,75,78,57,56,65,53,60,71,66,61,63,74,62,62,62,63,62,61,62,61,61,62,75,74,69,70,65,62,64,65,181,188,175,75,67,63,95,58,56,56,56,346,146,160,75,75,75,68,64,64,63,65,64,153,99,113,16,17,18,17,14,17,14,14,14,23,18,18,19,14,21,14,20,17,20,21,21,16,17,16,17,16,16,17,15,18,15,15,17,19,17,17,15,18,14,34,21,21,21,22,23,17,16,16,16,16,17,16,17,17,17,17,18,18,17,25,20,17,17,16,14,19,17,19,11,9,8,16,13,14,5,5,1,0,1,46,45,50,47,47,41,45,39,87,88,60,301,10306,10640,7045,10652,10585,10495,10637,10603,10606,10551,10413,10457,10424,10425,10418,10463,10445,10482,10629,10500,9661,9620,9646,9593,9927,9810,9512,9530,9575,9525,9520,9549,9612,9885,9692,9753,9607,9598,10304,9579,9589,9622,10445,10361,9871,9945,10562,10331,10443,10309,10530,10565,10506,10463,10579,10343,10438,10526,10283,10381,8019,8078,8168,8115,8209,8005,8108,8077,7908,8109,8239,8017,7805,7723,7708,7712,7705,7682,7702,7641,7710,7705,7725,7744,7781,7769,7676,7540,7625,7764,7783,7619,7643,7618,7659,7653,7641,7646,7711,7688,7544,7978,7853
ERR10123158,77,77,77,78,79,78,77,78,77,77,78,77,77,77,77,78,78,77,78,78,79,77,77,75,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,78,92,90,95,82,82,84,79,82,82,82,81,81,76,76,75,81,81,81,81,81,81,74,76,85,74,80,80,79,73,75,76,56,55,64,52,59,70,65,60,62,73,61,61,61,62,61,60,61,60,60,61,74,73,68,69,64,61,63,64,180,187,174,74,66,62,94,57,55,55,55,343,145,159,75,74,74,67,63,63,62,64,63,152,98,110,15,16,17,16,13,16,13,13,13,22,17,17,18,13,20,13,19,16,19,20,20,15,16,15,16,15,15,17,15,17,14,14,16,18,16,16,14,17,13,34,20,20,20,21,22,16,15,15,15,15,16,16,17,16,16,16,17,17,16,24,19,16,16,15,13,18,16,18,10,8,7,15,12,13,6,6,2,1,0,45,44,49,46,46,40,44,38,86,87,59,300,10305,10640,7045,10652,10584,10494,10637,10602,10606,10551,10412,10456,10424,10424,10417,10462,10445,10482,10628,10499,9660,9619,9645,9592,9927,9810,9511,9529,9574,9524,9519,9548,9612,9885,9691,9752,9607,9597,10303,9578,9589,9622,10444,10361,9870,9944,10562,10331,10442,10308,10529,10565,10505,10462,10579,10342,10437,10524,10282,10380,8024,8083,8173,8120,8214,8010,8113,8082,7913,8114,8244,8021,7810,7728,7710,7716,7707,7684,7704,7643,7712,7707,7728,7748,7786,7774,7680,7544,7629,7769,7788,7622,7646,7621,7662,7656,7645,7650,7716,7693,7548,7982,7857
ERR10176869,89,89,89,90,89,88,89,90,89,89,90,89,89,89,89,90,90,89,90,90,90,89,89,86,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,90,104,103,106,94,94,96,92,94,94,94,93,93,88,88,88,93,94,94,94,94,94,86,88,97,86,92,92,91,86,81,90,68,67,76,64,71,81,76,71,73,84,70,72,72,73,80,79,68,68,68,69,82,81,76,77,72,69,72,73,201,207,194,88,74,74,108,65,67,67,67,354,157,203,119,121,121,145,117,114,114,108,109,203,137,153,64,55,58,48,54,57,54,53,55,62,59,61,59,54,62,55,60,58,59,60,67,56,56,55,61,57,61,56,54,59,55,55,49,51,49,50,55,52,54,72,62,60,61,61,63,58,56,55,55,55,57,55,55,55,56,56,56,56,49,57,59,57,57,55,54,52,48,51,42,42,39,50,44,55,50,51,47,46,45,0,3,8,5,8,7,57,45,228,229,74,308,10325,10644,7049,10656,10590,10500,10641,10608,10610,10555,10418,10462,10428,10430,10423,10468,10450,10488,10634,10505,9666,9625,9651,9598,9933,9816,9517,9535,9580,9530,9524,9554,9618,9889,9697,9758,9611,9603,10309,9584,9593,9626,10655,10366,10103,10164,10812,10573,10448,10314,10535,10569,10511,10468,10583,10348,10443,11862,10288,10386,8345,8415,8508,8455,8550,8340,8229,8403,8243,8450,8583,8343,7808,7726,7743,7715,7709,7686,7706,7645,7714,7709,7728,7747,7784,7772,7680,7575,7656,7767,7786,7623,7647,7622,7663,7657,7645,7650,7714,7691,7548,7982,7858
ERR10880230,88,88,88,89,88,87,88,89,88,88,89,88,88,88,88,89,89,88,89,89,89,88,88,85,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,103,102,105,93,93,95,91,93,93,93,92,92,87,87,87,92,93,93,93,93,93,85,87,96,85,91,91,90,85,81,90,67,66,75,63,70,80,75,70,72,83,69,71,71,72,73,72,67,67,67,68,81,80,75,76,71,68,71,72,194,200,187,87,73,73,107,64,66,66,66,356,156,256,173,174,174,144,164,161,161,161,162,250,131,147,57,48,51,47,47,50,47,46,48,55,52,54,52,47,55,48,53,51,52,53,60,49,49,48,54,50,54,50,48,52,48,48,48,50,48,49,48,50,47,66,55,53,54,54,56,51,49,48,48,48,50,49,49,48,49,49,49,49,48,56,52,50,50,48,47,51,47,50,41,41,38,48,43,54,49,50,45,45,44,3,0,7,4,7,6,56,44,227,228,67,307,10324,10647,7052,10659,10589,10499,10644,10607,10613,10558,10417,10461,10431,10429,10422,10467,10450,10487,10633,10504,9665,9624,9650,9597,9932,9815,9516,9534,9579,9529,9526,9553,9617,9892,9696,9757,9614,9602,10308,9583,9596,9629,10655,10366,10103,10163,10812,10578,10447,10313,10535,10572,10510,10467,10586,10347,10442,11856,10287,10385,8343,8416,8507,8455,8548,8339,8227,8410,8241,8450,8581,8340,7814,7732,7743,7721,7711,7688,7708,7647,7716,7711,7734,7753,7790,7778,7682,7577,7658,7773,7792,7625,7649,7624,7665,7659,7647,7652,7720,7697,7550,7984,7859
ERR11453719,93,93,93,94,93,92,93,94,93,93,94,93,93,93,93,94,94,93,94,94,94,93,93,90,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,94,108,107,110,98,98,100,96,98,98,98,97,97,92,92,92,97,98,98,98,98,98,90,91,101,90,96,96,95,90,86,95,72,71,80,68,75,85,80,75,77,88,74,76,76,77,77,76,72,72,72,73,86,85,80,81,76,73,76,77,198,204,191,92,78,78,112,69,71,71,71,358,161,181,98,99,99,149,88,85,85,86,87,174,134,150,61,52,55,52,51,54,51,50,52,59,56,58,56,51,59,52,57,55,56,57,64,53,53,52,58,54,58,54,52,56,52,52,53,55,53,54,52,55,51,70,59,57,58,58,60,55,53,52,52,52,54,53,53,52,53,53,53,53,53,61,56,54,54,52,51,56,52,55,46,46,43,53,48,59,54,55,50,50,49,8,7,0,5,12,11,61,49,232,233,71,312,10329,10650,7055,10662,10594,10504,10647,10612,10616,10561,10422,10466,10434,10434,10427,10472,10455,10492,10638,10509,9670,9629,9655,9602,9937,9820,9521,9539,9584,9534,9529,9558,9622,9895,9701,9762,9617,9607,10313,9588,9599,9632,10659,10371,10107,10167,10814,10580,10452,10318,10540,10575,10515,10472,10589,10352,10447,11860,10292,10390,8350,8423,8514,8462,8554,8346,8236,8418,8248,8457,8588,8349,7823,7741,7751,7729,7720,7697,7717,7656,7725,7720,7741,7761,7799,7787,7693,7588,7669,7782,7801,7634,7658,7633,7674,7668,7658,7663,7729,7706,7561,7995,7870
ERR10880157,92,92,92,93,92,91,92,93,92,92,93,92,92,92,92,93,93,92,93,93,93,92,92,89,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,93,107,106,109,97,97,99,95,97,97,97,96,96,91,91,91,96,97,97,97,97,97,88,91,100,89,95,94,93,89,84,92,70,69,77,65,72,82,77,72,74,85,71,73,73,74,83,82,69,69,69,70,83,82,77,78,73,70,73,74,204,210,197,89,75,75,109,66,68,68,68,356,158,256,173,174,174,146,172,169,169,161,162,258,140,156,67,58,61,49,57,60,57,56,58,65,62,64,62,57,65,58,63,61,62,63,70,59,59,58,64,60,64,60,58,62,58,58,50,52,50,51,58,52,57,76,65,63,64,64,66,61,59,58,58,58,60,59,59,58,59,59,59,59,50,58,62,60,60,58,57,52,49,52,43,42,40,51,45,56,51,52,48,47,46,5,4,5,0,9,8,58,46,229,230,77,309,10326,10649,7054,10661,10591,10501,10646,10609,10615,10560,10419,10463,10433,10431,10424,10469,10451,10488,10634,10506,9667,9626,9652,9599,9934,9817,9518,9536,9581,9531,9528,9555,9618,9895,9698,9759,9616,9604,10310,9585,9598,9631,10657,10368,10105,10165,10814,10580,10449,10315,10537,10574,10512,10469,10588,10349,10444,11866,10289,10387,8359,8431,8523,8471,8563,8354,8241,8418,8258,8466,8596,8356,7822,7739,7748,7729,7718,7695,7715,7654,7723,7718,7741,7760,7798,7786,7690,7585,7666,7780,7800,7631,7655,7630,7671,7665,7655,7660,7728,7705,7558,7992,7867
ERR11872767,90,90,90,91,90,89,90,91,90,90,91,90,90,90,90,91,91,90,91,91,90,90,90,88,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,105,104,107,95,95,97,93,95,95,95,94,94,89,89,89,94,95,95,95,95,95,87,89,98,87,93,93,92,87,81,91,69,68,77,65,72,81,76,71,73,84,70,72,72,73,84,83,68,68,68,69,82,81,76,77,72,69,72,73,206,212,199,89,75,75,108,66,68,68,68,356,158,280,197,198,198,146,198,194,195,185,186,284,142,158,69,60,63,49,59,62,59,58,60,67,64,66,64,59,67,60,65,63,64,65,72,61,61,60,66,62,66,62,60,64,60,60,50,52,50,51,60,52,59,78,67,65,66,66,68,63,61,60,60,60,62,61,61,60,61,61,61,61,50,58,64,62,62,60,59,53,49,52,43,43,40,49,45,56,51,52,47,47,46,8,7,12,9,0,7,57,46,229,230,79,308,10325,10646,7051,10658,10590,10500,10643,10608,10612,10557,10418,10462,10430,10430,10423,10469,10451,10489,10634,10505,9666,9625,9651,9598,9933,9816,9517,9535,9580,9530,9525,9554,9618,9891,9697,9758,9613,9603,10309,9584,9595,9628,10655,10367,10102,10163,10810,10575,10448,10314,10535,10571,10511,10468,10585,10348,10443,11867,10288,10386,8356,8429,8520,8468,8561,8352,8243,8413,8254,8463,8594,8356,7819,7735,7747,7725,7716,7693,7713,7652,7721,7716,7737,7756,7794,7783,7689,7584,7665,7777,7797,7631,7655,7630,7671,7665,7655,7660,7725,7702,7557,7991,7866
ERR6752889,85,85,85,86,85,84,85,86,85,85,86,85,85,85,85,86,86,85,86,86,86,85,85,83,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,100,99,102,90,90,92,88,90,90,90,89,89,84,84,84,89,90,90,90,90,90,82,85,93,83,88,88,87,82,76,85,63,62,71,59,66,76,71,66,68,79,65,67,67,68,80,79,63,63,63,64,77,76,71,72,67,64,67,68,201,207,194,83,69,69,103,60,62,62,62,350,152,209,125,127,127,140,128,125,125,114,115,214,137,153,64,55,58,43,54,57,54,53,55,62,59,61,59,54,62,55,60,58,59,60,67,56,56,55,61,57,61,56,54,59,55,55,44,46,44,45,55,45,54,72,62,60,61,61,63,58,56,55,55,55,57,55,55,55,56,56,56,56,44,52,59,57,57,55,54,46,43,46,37,36,34,44,39,50,45,46,41,41,40,7,6,11,8,7,0,52,40,223,224,74,303,10320,10643,7048,10655,10585,10495,10640,10603,10609,10554,10413,10457,10427,10425,10418,10463,10444,10481,10628,10500,9661,9620,9646,9593,9928,9811,9512,9530,9575,9525,9522,9549,9612,9888,9692,9753,9610,9598,10304,9579,9592,9625,10652,10362,10098,10158,10808,10574,10443,10309,10531,10567,10506,10463,10582,10343,10438,11862,10283,10381,8350,8423,8514,8462,8555,8344,8233,8407,8248,8457,8588,8348,7811,7728,7740,7718,7708,7685,7705,7644,7713,7708,7731,7749,7786,7775,7679,7574,7655,7769,7789,7622,7646,7621,7662,7656,7644,7649,7717,7694,7547,7981,7856
ERR9288143,98,98,98,99,98,97,98,99,98,98,99,98,98,98,98,99,99,98,98,99,99,98,98,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,113,111,113,103,103,105,99,103,103,103,102,102,96,97,96,102,103,103,103,103,103,94,97,106,94,101,100,99,92,82,99,76,75,84,72,79,79,74,69,71,82,68,70,70,71,79,78,67,68,68,69,82,81,76,77,72,69,70,71,205,212,198,91,72,82,83,75,74,74,74,332,132,238,156,157,157,144,155,152,152,144,144,170,138,154,65,56,59,47,55,58,55,54,56,63,60,63,60,55,63,56,61,59,60,61,68,57,57,56,62,58,62,58,56,60,56,56,48,50,48,49,56,50,55,73,63,61,62,62,63,59,57,56,56,56,58,57,57,56,57,57,57,57,48,56,60,57,57,55,55,50,46,49,41,41,38,48,43,54,49,50,45,45,44,57,56,61,58,57,52,0,43,226,227,74,213,10193,10514,6924,10526,10458,10372,10513,10480,10482,10427,10400,10444,10410,10411,10405,10363,10346,10383,10525,10400,9652,9611,9639,9583,9909,9790,9504,9522,9567,9517,9511,9541,9602,9876,9681,9742,9606,9597,10294,9559,9572,9604,10646,10351,10094,10156,10805,10567,10433,10299,10521,10555,10496,10453,10569,10333,10428,11845,10275,10371,8336,8406,8499,8446,8542,8332,8224,8393,8235,8440,8575,8335,7784,7706,7729,7696,7690,7666,7687,7625,7695,7689,7710,7729,7764,7752,7641,7554,7637,7748,7766,7601,7627,7599,7642,7636,7622,7630,7695,7671,7527,7960,7837
ERR5751308,207,207,207,208,209,208,71,208,207,207,208,207,207,207,207,208,208,207,208,208,208,197,207,206,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,201,207,207,207,207,208,222,221,217,212,212,214,210,212,212,212,211,211,206,206,202,211,212,212,212,212,212,204,206,215,206,210,210,209,187,204,206,50,49,194,182,189,199,194,189,191,202,190,190,190,191,190,189,54,189,189,190,201,202,197,198,193,190,192,193,311,316,304,204,193,192,224,187,185,185,185,339,275,402,318,320,319,197,308,304,305,306,307,394,159,174,77,76,79,41,75,78,74,74,75,83,79,78,80,75,82,75,80,78,80,81,82,77,77,76,78,78,77,77,75,79,75,76,42,44,42,42,76,43,74,93,81,81,82,82,83,79,78,76,76,76,77,76,76,76,77,77,77,77,42,49,79,77,78,76,75,44,41,44,34,34,32,42,37,42,43,44,39,39,38,45,44,49,46,46,40,43,0,71,72,53,293,10221,10557,6962,10569,10500,10410,10554,10517,10524,10528,10346,10390,10360,10358,10351,10359,10340,10377,10522,10395,9653,9612,9638,9585,9894,9778,9504,9522,9567,9517,9514,9541,9604,9853,9684,9745,9602,9590,10296,9546,9577,9610,10380,10295,9807,9880,10501,10269,10376,10242,10463,10501,10439,10396,10515,10276,10370,10458,10216,10313,7893,7943,8031,7977,8067,7868,7971,7942,7782,7969,8098,7885,7668,7596,7570,7578,7570,7552,7563,7507,7572,7569,7588,7599,7639,7632,7541,7466,7545,7684,7647,7540,7569,7537,7580,7573,7565,7568,7643,7612,7466,7900,7776
ERR4399358,401,401,401,402,403,402,265,402,401,401,402,401,401,401,401,402,402,401,402,402,391,374,401,398,401,401,401,401,401,401,385,401,401,401,401,401,398,401,401,400,401,401,389,401,400,396,401,399,411,409,398,406,406,408,402,406,406,406,405,405,400,400,381,405,406,406,406,406,406,369,389,409,388,404,375,374,380,393,372,100,99,358,347,354,361,356,351,353,364,352,352,352,353,227,226,211,351,351,352,363,365,359,360,355,352,354,355,347,352,340,360,358,353,386,347,350,350,350,472,441,560,483,484,479,362,345,342,342,468,473,431,217,231,139,135,142,90,138,140,136,136,137,145,137,135,142,137,145,137,142,140,143,143,144,139,139,138,140,140,139,140,138,141,138,139,86,88,86,86,138,91,136,152,143,143,144,145,145,141,136,134,134,129,140,135,135,133,135,135,135,135,86,93,137,139,140,138,137,92,89,91,82,82,80,90,80,90,91,92,87,87,86,228,227,232,229,229,223,226,71,0,2,52,279,10230,10568,6970,10579,10509,10418,10565,10527,10533,10537,10335,10379,10349,10347,10340,10384,10368,10404,10549,10422,9642,9601,9628,9573,9910,9794,9495,9513,9557,9508,9505,9530,9595,9903,9687,9747,9592,9581,10293,9561,9574,9607,10384,10284,9810,9889,10504,10273,10366,10231,10451,10489,10429,10386,10505,10266,10359,10715,10207,10302,7959,8015,8097,8044,8136,7941,8051,7993,7852,8039,8167,7953,7734,7652,7630,7641,7630,7607,7628,7566,7635,7630,7653,7672,7709,7699,7603,7529,7612,7752,7714,7603,7627,7602,7643,7636,7627,7632,7700,7677,7530,7965,7840
ERR4399957,398,398,398,399,400,399,266,399,398,398,399,398,398,398,398,399,399,398,399,399,388,372,398,395,398,398,398,398,398,398,382,398,398,398,398,398,395,398,398,397,398,398,386,398,397,393,398,396,408,406,397,403,403,405,399,403,403,403,402,402,397,397,380,402,403,403,403,403,403,366,386,406,385,401,372,371,377,389,367,101,100,355,344,351,358,353,348,350,361,349,349,349,350,224,223,212,348,348,349,360,362,355,356,352,349,351,352,343,348,336,356,354,349,383,344,347,347,347,481,437,557,480,481,476,359,342,339,339,465,470,428,218,231,140,136,143,91,139,141,137,137,138,146,138,136,143,138,146,138,143,141,144,144,145,140,140,139,141,141,140,141,139,142,139,140,87,89,87,87,139,92,137,153,144,144,145,146,146,142,137,135,135,130,141,136,136,134,136,136,136,136,87,94,138,140,141,139,137,93,90,92,83,83,81,91,81,91,92,93,88,88,87,229,228,233,230,230,224,227,72,2,0,53,279,10230,10567,6971,10579,10509,10419,10564,10527,10533,10537,10336,10380,10350,10348,10341,10385,10368,10405,10550,10423,9642,9601,9628,9573,9911,9795,9495,9513,9557,9508,9505,9530,9595,9901,9685,9745,9593,9582,10291,9561,9575,9608,10383,10285,9808,9884,10501,10269,10367,10232,10453,10490,10430,10387,10504,10266,10360,10724,10207,10302,7957,8010,8094,8041,8134,7938,8049,7995,7848,8037,8165,7953,7735,7653,7630,7641,7630,7607,7628,7566,7635,7630,7653,7672,7709,7698,7603,7529,7612,7752,7713,7603,7627,7602,7643,7636,7627,7632,7701,7677,7530,7965,7840
ERR4399362,246,246,246,247,248,247,113,247,246,246,247,246,246,246,246,247,247,246,247,247,247,236,246,243,246,246,246,246,246,246,242,246,246,246,246,246,246,246,246,246,246,246,240,246,246,246,246,247,261,260,257,251,251,253,249,251,251,251,250,250,245,245,240,250,251,251,251,251,251,214,245,254,243,249,220,219,226,243,217,77,76,191,190,197,209,191,198,196,213,200,197,194,188,187,186,54,186,186,197,211,213,201,205,203,194,202,203,307,312,300,214,203,202,234,197,188,194,181,351,282,410,328,329,328,206,305,302,302,307,303,391,180,195,98,98,101,63,97,99,95,95,96,104,101,99,101,96,104,96,101,99,102,102,103,98,98,97,99,99,98,99,97,100,97,98,63,65,63,63,97,64,95,115,102,102,103,104,104,100,99,97,97,97,99,98,98,96,98,98,98,98,63,70,100,98,99,97,96,65,62,64,55,55,53,63,58,63,64,65,60,60,59,74,67,71,77,79,74,74,53,52,53,0,261,10212,10552,6953,10566,10491,10401,10547,10509,10515,10520,10318,10362,10332,10330,10323,10367,10350,10388,10534,10405,9625,9584,9611,9556,9893,9777,9478,9496,9540,9491,9488,9513,9578,9886,9670,9730,9575,9564,10276,9544,9557,9590,10355,10268,9781,9857,10480,10247,10349,10214,10435,10472,10412,10369,10493,10249,10342,10430,10190,10285,7928,7984,8067,8013,8106,7909,8021,7989,7820,8007,8137,7922,7717,7634,7613,7624,7613,7590,7611,7549,7618,7613,7636,7655,7692,7682,7586,7512,7595,7735,7696,7586,7610,7585,7626,7619,7610,7615,7683,7660,7513,7948,7823
SRR13833609,309,310,310,311,312,310,310,311,310,310,311,310,310,310,310,310,311,310,311,311,311,310,310,305,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,323,320,319,314,314,316,309,315,315,315,313,314,308,309,307,314,315,315,315,315,314,306,301,318,302,314,313,312,302,305,295,197,196,296,286,200,304,299,293,295,307,295,295,295,296,295,294,294,294,294,295,308,308,296,297,298,295,295,296,301,300,295,213,292,290,236,290,288,287,288,257,253,389,300,299,299,300,203,202,202,297,295,293,305,306,301,300,303,301,301,304,300,300,301,301,305,304,306,301,215,301,306,304,306,307,308,303,303,302,303,304,303,304,302,305,301,302,304,306,304,304,302,305,300,317,307,307,308,308,308,305,303,302,302,302,304,303,303,300,303,303,303,303,304,311,213,303,224,302,299,306,303,305,296,296,294,304,299,302,305,306,301,301,300,308,307,312,309,308,303,213,293,279,279,261,0,10115,10407,6787,10393,10358,10307,10387,10382,10348,10356,10210,10249,10218,10205,10216,10323,10307,10344,10487,10368,9643,9602,9626,9576,9736,9657,9496,9514,9557,9505,9503,9530,9558,9671,9533,9597,9577,9567,9578,9559,9534,9567,10305,10287,9788,9863,10479,10246,10297,10172,10366,10400,10357,10322,10502,10268,10288,10253,10208,10304,7929,7983,8064,8011,8104,7915,8022,7975,7819,8004,8137,7926,7594,7518,7578,7637,7631,7606,7626,7566,7634,7629,7648,7669,7704,7693,7605,7529,7615,7697,7709,7598,7621,7596,7638,7629,7615,7622,7608,7673,7530,7965,7841
SRR13719289,10369,10369,10369,10369,10368,10367,10370,10370,10370,10370,10370,10375,10370,10370,10370,10370,10370,10369,10370,10371,10366,10363,10369,10105,10363,10369,10370,10369,10368,10370,10364,10370,10370,10370,10370,10370,10369,10369,10370,10370,10362,10370,10354,10369,10369,10369,10370,10370,10384,10342,10148,10373,10373,10375,10189,10375,10375,10375,10314,10373,10323,10369,10171,10376,10374,10374,10374,10374,10374,10329,9718,10378,10108,10375,10336,10335,9981,10223,10207,10325,10324,10316,10308,10274,10317,10312,10263,10308,10320,10246,10308,10308,10309,10308,10307,10242,10306,10309,10305,10323,10313,10197,10198,10306,10303,10305,10306,10240,10240,10232,10021,10189,10200,10197,10301,10300,10298,10300,10020,10093,10324,10304,10303,10303,10304,10139,10137,10136,10228,10302,10143,10250,10251,10305,10245,10307,10305,10305,10308,10304,10304,10304,10304,10309,10308,10310,10305,10197,10305,10309,10308,10309,10310,10311,10307,10307,10306,10307,10308,10307,10308,10306,10308,10305,10306,10249,10251,10249,10249,10306,10316,10304,10321,10311,10311,10312,10312,10312,10309,10307,10306,10306,10306,10289,10307,10307,10302,10307,10307,10307,10307,10308,10315,10194,10307,10287,10306,10194,10311,10308,10309,10301,10301,10299,10309,10303,10306,10310,10311,10306,10306,10305,10325,10324,10329,10326,10325,10320,10193,10221,10230,10230,10212,10115,0,2,290,25,28,35,37,37,36,39,318,376,328,335,336,686,682,676,723,689,880,857,706,858,379,371,710,712,720,716,713,721,729,915,992,1009,735,759,956,763,1709,1714,2853,2819,2699,2702,2912,2859,2854,2792,2911,2943,2896,2872,2908,2791,2864,2791,2614,2816,6670,6697,6789,6738,6825,6641,6728,6705,6608,6747,6846,6681,6899,6812,6862,6860,6856,6837,6856,6806,6860,6846,6865,6882,6919,6913,6851,6765,6849,6937,6920,6831,6858,6833,6877,6858,6858,6867,6902,6879,6797,7383,7292
